Site Number;Site Portfolio;Asset Status;State;City;Address;Latitude Decimal;Longitude Decimal;Anchor Tenant Name;Asset Source;Marketable Flag;Asset Class;Asset Type;Site Type;Constructed Date;Acquired Date;Tenant Ready Date;Non Marketable Reason;Site Created On Date;Building Height Asset;Total Height;Structure Height;Tower Extended Flag;Structure Type;Reinforcement Flag;Access Instructions;Building Height;Cliente 1;Cliente 2;Cliente 3;Cliente 4;Cliente 5;Cliente 6;Cliente 7;Cliente 8;Cliente 9;Cliente 10;Cliente 11;Cliente 12;Cliente 13;Cliente 14;Estacao
88;C;Active;AL;Maceió;RUA DO COMERCIO,436,CENTRO;-9,63765677;-35,79946305;Tim;Built;Y;Wireless;Tower;;06/20/2011;;20/06/2011;;19/10/2015 19:59;;;40;N;Self Support;N;CADEADO SEGREDO 1822;;;;;;;;X;;;;;X;;X;689933711
89;A;Active;AL;Maceió;TRAVESSA 1ª TRAVESSA JERUSALÉM ,S/N,CLIMA BOM;-10,23866667;-36,243139;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;09/01/2017 16:37;;;30;;Self Support;;;;;;;;;;X;;;;;;;;689935307
90;D;Active;AL;Maceió;RUA  ANTONIO PROCOPIO,S/N,PINHEIRO;-10,14962766;-36,1408127;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:40;;;50;N;Self Support;Y;CADEADO SEGREDO 1822;;;;;;;;;;;;;;X;;689938012
91;D;Active;AL;Marechal Deodoro;FAZENDA CHARLES,SN,ZONA RURAL;-10,12079452;-36,27509015;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:40;;;60;N;Self Support;Y;CADEADO SEGREDO 1822;;;;;;;;;;;;;;X;;690076770
92;C;Active;AL;Campo Grande;RUA PEDRO CARNAUBA,1,CENTRO;-9,38070888;-38,00281233;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;06/12/2009;;12/06/2009;;19/10/2015 19:55;0;60;60;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;X;X;691261334
93;C;Active;AL;Quebrangulo;PRACA CICERO DE GOES MONTEIRO,SN,CENTRO;-9,38682004;-37,98864557;Tim;Built;Y;Wireless;Tower;;07/15/2011;;15/07/2011;;19/10/2015 20:33;;;40;N;Self Support;N;CADEADO SEGREDO 1822;;;;;;;;;;;;;X;;;691397287
94;D;Active;AL;Maceió;RUA  JANGADEIROS ALAGOANOS,1128,PAJUCARA;-9,39043195;-37,09808353;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:17;0;79.9;79.9;N;Self Support;N;Cadeado Segredo 2709;0;;;;;;;;;;;;;X;;691669767
95;D;Active;AL;Maceió;Avenida Governador Afrânio Lages,s/n,MANGABEIRA;-9,38931;-36,76131;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;08/31/2012;08/31/2012;31/08/2012;;19/10/2015 20:47;;;50;N;Self Support;N;;;;;;;;;;;;;;;X;;691669910
96;D;Active;AL;Boca da Mata;RUA FIRMINO QUINTELA CAVALCANTE ,S/N,CENTRO;-9,89532056;-36,67739759;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;06/30/2012;30/06/2012;;19/10/2015 20:41;;;50;N;Self Support;Y;CADEADO SEGREDO 1822;;;;;;;;;;;;;;X;;691717192
97;C;Active;AL;Santana do Ipanema;RUA PROFESSORA JOSEFA LEITE,S/N,MONUMENTO;-10,29428243;-36,30488963;Tim;Built;Y;Wireless;Tower;;07/13/2011;;13/07/2011;;19/10/2015 20:33;;;40;N;Self Support;N;CADEADO SEGREDO 1822;;;;;;;;;;;;;X;;;691986800
98;C;Active;AL;Maceió;RUA  OSVALDO SARMENTO,123,FAROL;-9,27638889;-35,725;Tim;Acquired;Y;Wireless;Tower;;;09/30/2015;30/09/2015;;05/11/2015 09:55;;;50;N;Self Support;N;;;;;;;;;;;;;;X;;;692257187
99;A;Active;AL;Palmeira dos Índios;RUA SILVINO DE ARAUJO ,S/N,VILA MARIA;-9,72996944;-36,84188888;BR Towers;Acquired;Y;Wireless;Tower;;;07/14/2017;14/07/2017;;27/07/2017 14:04;0;30;30;;Self Support;;;0;;;;;;;X;;;;;;;;692688986
100;C;Active;AL;Maceió;RUA PAJUÇARA,121,GUAXUMA;-9,88349066;-36,82447086;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;40;N;Self Support;N;;;;;;;;X;X;;;;;X;;X;692969586
101;C;Active;AL;Maceió;RUA PROJETADA,S/N,TABULEIRO DOS MARTINS;-8,973894;-35,93291;Claro;Built;Y;Wireless;Tower;;11/27/2008;;27/11/2008;;19/10/2015 19:58;0;60.6;60.6;N;Self Support;N;CADEADO SEGREDO 1822;0;;X;;;;;;;;;;;;;692989579
102;C;Active;AL;Arapiraca;RUA PAULO AFONSO,S/N,PRIMAVERA;-9,64126714;-36,68030291;Tim;Built;Y;Wireless;Tower;;10/23/2013;;23/10/2013;;19/10/2015 20:49;;40;40;N;Self Support;N;;;;;;;;;;;;;;X;;;693007648
103;A;Active;AL;Teotônio Vilela;R. PROJETADA QUADRA \B\,S/N,CENTRO;-10,068306;-36,542806;BR Towers;Acquired;Y;Wireless;Tower;;;07/14/2017;14/07/2017;;27/07/2017 14:40;0;30;30;;Self Support;;;0;;;;;;;X;;;;;;;;693039590
104;D;Active;AL;Limoeiro de Anadia;RUA MANOEL FRANCISCO ,S/N,CENTRO;-10,1253;-36,6539;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;12/04/2012;03/30/2012;04/12/2012;;19/10/2015 20:47;;;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;;;;;;;;;;;;;;X;;695323407
105;A;Active;AL;Passo de Camaragibe;RUA PADRE CÍCERO,S/N,CENTRO;-9,237786;-37,773889;BR Towers;Acquired;Y;Wireless;Tower;;;07/14/2017;14/07/2017;;28/07/2017 08:38;0;17;17;;Self Support;;;0;;;;;;;X;;;;;;;;695325760
106;D;Active;AL;Taquarana;RUA CRUZ DA SERRA,S/N,CENTRO;-9,22375;-37,7481;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;08/31/2012;08/31/2012;31/08/2012;;19/10/2015 20:47;;;40;N;Self Support;Y;Cadeado de segredo 1822;;;;;;;;;;;;;;X;;695326546
107;A;Active;AL;Feira Grande;RUA DO CRUZEIRO,S/N,CENTRO;-10,0169027;-36,015;BR Towers;Acquired;Y;Wireless;Tower;;;06/18/2018;18/06/2018;;29/06/2018 12:41;0;30;30;;Self Support;;;0;;;;;;;;;;;;;;;695333208
108;C;Active;AL;Roteiro;RUA PROJETADA,S/N,CENTRO;-10,016639;-36,015639;Tim;Acquired;Y;Wireless;Tower;;;12/16/2015;16/12/2015;;12/01/2016 13:22;;;60;;Self Support;;;;;;;;;;;;;;;X;X;;695457071
109;C;Active;AL;Traipu;RUA IZAQUE PEREIRA NETO,70,CENTRO;-9,14376493;-35,76974019;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;05/06/2009;;06/05/2009;;19/10/2015 19:55;0;60;60;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;X;X;695541072
110;B;Active;AL;Jacaré dos Homens;RUA JOSÉ OSCAR DA SILVA,S/N,CENTRO;-9,14359826;-35,7696013;Oi;Acquired;Y;Wireless;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:33;0;70;70;N;Self Support;N;CADEADO SEGREDO 0884;0;;;;;;;X;;;;;;;;695542842
111;C;Active;AL;Girau do Ponciano;RUA MARECHAL DEODORO,S/N,CENTRO;-9,14446;-35,76974;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;72;N;Self Support;N;;;;;;;;;;;;;;X;;;695543644
112;C;Active;AL;Jaramataia;RUA PROJETADA,S/N,CENTRO;-9,05861;-35,73722;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:18;0;72;72;N;Self Support;N;;0;;;;;;;X;;;;;X;X;;695543946
113;A;Active;AL;Olivença;RUA DAS PINHEIRAS,S/N,CENTRO;-9,846333;-36,401583;BR Towers;Acquired;Y;Wireless;Tower;;;07/14/2017;14/07/2017;;28/07/2017 08:24;0;30;30;;Self Support;;;0;;;;;;;X;;;;;;;;695544438
114;C;Active;AL;Maceió;AVENIDA ROBERTO SIMONSEN,S/N,FAROL;-9,90849112;-36,47696832;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;54;N;Self Support;N;;;;;;;;;;;;;;X;;;696591790
115;A;Active;AL;Feliz Deserto;RUA PROJETADA ,S/N,CENTRO;-9,84683333;-36,4311389;BR Towers;Acquired;Y;Wireless;Tower;;;09/01/2017;01/09/2017;;21/09/2017 06:15;0;30;30;;Self Support;;;0;;;;;;;X;;;;;;;;696592070
116;A;Active;AL;Piranhas;TRAVESSA TIRADENTES,S/N,PIAU;-9,76626666;-36,55305833;BR Towers;Acquired;Y;Wireless;Tower;;;07/14/2017;14/07/2017;;27/07/2017 13:17;0;18;18;;Self Support;;;0;;;;;;;X;;;;;;;;697480739
117;D;Active;AL;Anadia;RUA JOSÉ PEDROSA IRMÃO,73,CENTRO;-9,73654563;-36,50252391;Telefonica Brasil S.A;Acquired;Y;Wireless;Tower;;;03/30/2012;30/03/2012;;19/10/2015 20:46;0;40;40;N;Self Support;N;;0;;;;;;;;;;;;;X;;698141598
118;C;Active;AL;Palmeira dos Índios;RUA NOVA JERUSALEM,S/N,Vila Maria;-9,6284901;-35,73557368;Claro;Built;Y;Wireless;Tower;;08/20/2008;;20/08/2008;;19/10/2015 19:58;0;40;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;X;;;;;;;;;;X;;;699257441
119;E;Active;AL;Arapiraca;RUA MARIA JOSE DOS SANTOS,62,Brasília;-9,58040277;-35,80259166;BR Towers;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:27;0;42;42;N;Self Support;N;Cadeado Segredo 2709;0;;X;;;;;X;;;;;;X;;699262321
120;C;Active;AL;Maceió;Avenida Marechal Mascarenhas de Morais,153,Cruz das Almas;-9,58438666;-35,7778116;Claro;Built;Y;Wireless;Tower;;12/13/2012;;13/12/2012;;19/10/2015 20:45;0;40;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;X;;;;;;;;;;;;;699270413
121;B;Active;AL;Maceió;RUA WALFREDO ROCHA,S/N,Clima Bom;-9,66411333;-35,6969316;Oi;Acquired;Y;Rooftop;Tower;;;03/01/2011;01/03/2011;;19/10/2015 20:33;50;55;5;N;Special Rooftop;N;;50;;;;;;;X;;;;;;;;699270987
122;C;Active;AL;Arapiraca;Rua Maria Vicênia de Albuquerque,s/n,Capiatã;-9,59376767;-35,74112925;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;40;N;Monopole;N;;;;;X;;;;;;;;;X;;;699283299
123;E;Active;AL;Arapiraca;Rua Rui Barbosa,S/N,Centro;-9,54462;-35,72832;Nextel;Acquired;Y;Wireless;Tower;;;11/29/2013;29/11/2013;;19/10/2015 20:49;;;50;N;Self Support;N;;;;;;;;;;;;X;;;;;1000315557
124;C;Active;AL;Arapiraca;Avenida Elvira Barbosa Lopes,S/N,Itapoã;-9,65858333;-35,7028;Claro;Built;Y;Rooftop;Tower;;08/27/2008;;27/08/2008;;19/10/2015 19:58;32;38;6;N;Mastil;N;E-MAIL;32;;X;;;;X;;;;;;;;;1001388744
125;D;Active;AL;Arapiraca;Rua Samaritana,S/N,Caititus;-9,64884;-35,704826;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;27;31.5;4.5;N;Mastil;N;Autorização Regional Vivo;27;;;;;;;;;;;;X;X;;1001603955
126;C;Active;AL;Maceió;Avenida Comendador Gustavo Paiva,5945,Cruz das Almas;-9,53932285;-35,79418515;Claro;Built;Y;Wireless;Tower;;12/19/2012;;19/12/2012;;19/10/2015 20:46;;;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;;;X;;;;;;;;;;;;;1001718868
127;B;Active;AL;Arapiraca;Rua Antônio Feliciano,1000,Canafístula;-9,66316;-35,74025;Telefonica Brasil S.A;Acquired;N;Rooftop;Tower;;;03/01/2011;01/03/2011;Contractually restricted;19/10/2015 20:31;25;28;3;N;Special Rooftop;N;CHAVE PADRÃO ATC;25;;X;;;;;X;;;;;;;;1002858566
128;C;Active;AL;Maceió;Avenida Doutor Durval de Góes Monteiro,2255,Tabuleiro do Martins;-9,62210116;-35,75224046;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;48;N;Monopole;N;;;;;;;;;X;;;;;X;;;1003609683
129;C;Active;AL;Maceió;AVENIDA JUCÁ SAMPAIO,3103,Serraria;-9,64515689;-35,71057351;Claro;Built;Y;Wireless;Tower;;08/20/2008;;20/08/2008;;19/10/2015 19:58;0;40;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;X;;;;;;;;;;;;;1003609861
130;D;Active;AL;Maceió;Avenida Menino Marcelo,S/N,Serraria;-9,659802;-35,709651;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;40;44;4;N;Mastil;N;E-MAIL;40;;;;;;X;;;;;;;X;;1003609950
131;C;Active;AL;Maceió;Rua Domingos Lordsleen,646,Pajuçara;-9,63349013;-35,73751814;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;4;N;Mastil;N;MULTI LOCK TIM;;;;;;;;X;;;;;X;;;1003610010
132;D;Active;AL;Maceió;Rua Hugo Corrêa Paes,368,Gruta de Lourdes;-9,65987921;-35,70390681;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;30;34;4;N;Mastil;N;E-MAIL;30;;;;;;;;;;;;;X;;1003674205
133;C;Active;AL;Maceió;AVENIDA CELSO PIATi ,299,Jaraguá;-9,56543412;-35,7883518;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;42;N;Self Support;N;;;;;;;;;;;;;;X;;;1003675856
134;C;Active;AL;Maceió;AVENIDA TOMÁS ESPÍNDOLA,537,Farol;-9,64374722;-35,69982499;Telefonica Brasil S.A;Built;Y;Rooftop;Tower;;12/06/2008;;06/12/2008;;19/10/2015 19:54;30;35;5;N;Mastil;N;E-MAIL;30;;;;;;;;;;;;;X;;1003676569
135;D;Active;AL;Maceió;Avenida Fernandes Lima,s/n,Gruta de Lourdes;-9,663861;-35,696722;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;50;56;6;N;Mastil;N;E-MAIL;50;;;;;;;;;;;;;X;;1003759383
136;C;Active;AL;Maceió;AVENIDA SEBASTIAO CORREA DA ROCHA,502,Trapiche da Barra;-9,603003;-35,684724;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:18;18;24;6;N;Mastil;N;Carta em mãos;18;;X;;;;;;;;;;X;;;1003760357
137;C;Active;AL;Maceió;Avenida Fernandes Lima,s/n,Farol;-9,67229591;-35,74829604;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;12/08/2008;;08/12/2008;;19/10/2015 19:54;0;40;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;0;;;;;;X;;;;;;X;X;;1003760705
138;D;Active;AL;Maceió;Rua Presidente Agostinho da Silva Neves,740,Poço;-9,672317;-35,716651;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;28;32;4;N;Mastil;N;E-MAIL;28;;;;;;;;;;;;;X;;1003760845
139;C;Active;AL;Maceió;RUA A CJ COLINA DOS EUCALIPTOS,180,Santa Amélia;-9,6498791;-35,75807387;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:18;;;50;N;Monopole;N;;;;X;;;;;X;;;;;X;X;;1003761329
140;D;Active;AL;Maceió;RUA PERIMETRAL,5430,Trapiche da Barra;-9,659803;-35,734679;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;43;48;5;N;Mastil;N;E-MAIL;43;;;;;;;;;;;;;X;;1003878765
141;C;Active;AL;Maceió;Avenida Tereza Lucena Quintela Cavalcante,50,Petrópolis;-9,564541;-35,760863;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;60;N;Self Support;N;;;;X;;;;;X;;;;;X;;;1003878811
142;C;Active;AL;Maceió;Avenida Brigadeiro Eduardo Gomes,546,Cruz das Almas;-9,65432362;-35,70474014;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;10/27/2008;;27/10/2008;;19/10/2015 19:54;0;40;40;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;;;;;;;;X;;1003881235
143;D;Active;AL;Maceió;Rua Gaspar Ferrari,S/N,Ponta Verde;-9,669361;-35,734888;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;38;43;5;N;Mastil;N;E-MAIL;38;;;;;;;;;;;;;X;;1003895929
144;C;Active;AL;Maceió;Travessa Penedo,117,Feitosa;-9,6532125;-35,70501792;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;42;N;Self Support;N;;;;;;;;;X;;;;;X;;;1003896500
145;C;Active;AL;Maceió;Avenida Dom Antônio Brandão,395,Farol;-9,667318;-35,713309;Telefonica Brasil S.A;Built;Y;Rooftop;Tower;;12/16/2008;;16/12/2008;;19/10/2015 19:54;31;36;5;N;Mastil;N;E-MAIL;31;;;;;;;;;;;;;X;;1003896674
146;D;Active;AL;Maceió;Avenida Fernandes Lima,1477,Gruta de Lourdes;-9,603003;-35,684724;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;18;21;3;N;Mastil;N;E-MAIL;18;;;;;;;;;;;;;X;;1003901678
147;C;Active;AL;Maceió;RUA SÍLVIO CARLOS LUNNA VIANNA,1675,Ponta Verde;-9,61710114;-35,73918481;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;40;N;Monopole;N;;;;;;;;;;;;;;X;;;1003951721
148;C;Active;AL;Maceió;Avenida Juca Sampaio 89 Barro Duro;-9,63415555;-35,69869722;Telefonica Brasil S.A;Built;Y;Rooftop;Tower;;12/09/2008;;09/12/2008;;19/10/2015 19:54;34;40;6;N;Mastil;N;E-MAIL;34;;X;X;;;;;;;;;X;X;;1004436502
149;D;Active;AL;Maceió;Avenida Deputado Edson Lins,S/N,Serraria;-9,669749;-35,728555;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;40;45;5;N;Mastil;N;E-MAIL;40;;X;;;;;;;;;;;X;;1001752179
150;C;Active;AL;Maceió;AVENIDA NOVO HORIZONTE,S/N,Benedito Bentes;-9,62015675;-35,69418448;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;60;N;Self Support;N;;;;X;;;;;X;;;;;X;;;1001603220
151;C;Active;AL;Piaçabuçu;RUA MARIS DE BARROS  ,S/N,CENTRO;-9,63349015;-35,71807355;Telefonica Brasil S.A;Built;Y;Wireless;Tower;;11/24/2008;;24/11/2008;;19/10/2015 19:54;0;40;40;N;Self Support;N;CADEADO SEGREDO 1822;0;;;;;;X;;;;;;;X;;687667585
152;D;Active;AL;São Miguel dos Campos;RUA SANTA RITA,S/N,NOSSA SENHORA DE FATIMA;-9,660831;-35,700999;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;0;4;4;N;Mastil;N;Carta em mãos.;0;;;;;;;;;;;;;X;;889717
153;C;Active;AL;São Miguel dos Campos;RUA JUCA CALAZANS S/N AO LADO N. 536-CENTRO-SAO MIGUEL DOS CAMPOS;-9,60460105;-35,75779605;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;60;N;Self Support;N;;;;X;;;;;;;;;;X;;;695311085
154;C;Active;AL;Coqueiro Seco;RUA CAPITÃO PEDRO PAULINO 30 BRASILIA-CENTRO-COQUEIRO SECO;-9,58182315;-35,73918478;Tim;Built;Y;Wireless;Tower;;07/30/2011;;30/07/2011;;19/10/2015 20:33;;;40;N;Self Support;N;CADEADO MULTLOCK PADRÃO ATC.;;;;;;;;X;;;;;X;X;;695543903
155;D;Active;AL;Maceió;RUA DESEMBARGADOR VALENTE DE LIMA S/N -MANGABEIRAS-MACEIO;-9,662805;-35,737764;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;;40;4.5;N;Mastil;N;E-mail / Lista em mãos;;;;;;;;;;;;;;X;;534791638
156;C;Active;AL;Rio Largo;RODOVIA BR 101 NORTE S/N KM 89-RURAL-RIO LARGO;-9,65849027;-35,74612934;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:18;;;42;N;Monopole;N;;;;;;;;;;;;;;X;X;;534228070
157;D;Active;AL;Maceió;RUA INDUSTRIAL CLIMERIO SARMENTO 213  JATIUCA MACEIO;-9,65710141;-35,70029566;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;0;3;3;N;Mastil;N;CARTA EM MÃOS.;0;;;;;;;;;;;;;X;;1005445068
158;C;Active;AL;Barra de Santo Antônio;RUA RITA DA SILVA  S/N -CENTRO-BARRA DE SANTO ANTONIO;-9,61412777;-35,73086111;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:18;0;50;50;N;Monopole;N;;0;;X;;;;;;;;;;X;X;;889636
159;D;Active;AL;Pilar;RUA DOS PESCADORES PILARENSES,S/N,CENTRO;-9,643561;-35,706139;Vivo;Acquired;Y;Rooftop;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;29;34;5;N;Mastil;N;E-mail;29;;;;;;;;;;;;;X;;441808603
160;C;Active;AL;Rio Largo;RUA 5 S/N Q-D LT 09 ? LOTEAMENTO ARVOREDO TABULEIRO DO PINTO RIO LARGO;-9,66265699;-35,71807358;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;45;N;Self Support;N;;;;;;;;;;;;;;X;;;1005452501
161;C;Active;AL;Maceió;AVENIDA GENERAL LUIZ DE FRANçA ALBUQUERQUE S/N KM 10 RODOVIA AL 101 NORTE - SITIO JURUBEBA - -RIACHO DOCE-MACEIO;-9,57590623;-35,7833395;Oi;Built;Y;Wireless;Tower;;10/22/2012;;22/10/2012;;19/10/2015 20:46;0;40;40;N;Self Support;N;Cadeado de segredo 1822;0;;;;;;;X;;;;;X;;;443349665
162;D;Active;AL;Maragogi;MORRO DO CRUZEIRO  S/N -RURAL-MARAGOGI;-9,67778;-35,75889;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;;;40;N;Self Support;N;Cadeado Segredo 4205;;;;;;;;;;;;;;X;;323385869
163;C;Active;AL;Marechal Deodoro;RUA PE. SILVESTRE S/N -ILHA DE SANTA RITA-MARECHAL DEODORO;-9,659558;-35,703403;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;0;50.8;50.8;N;Self Support;N;;0;;;X;;;;X;;;;;X;;;4124944
164;D;Active;AL;Santa Luzia do Norte;RUA IMACULADA CONCEICAO  10 -CENTRO-SANTA LUZIA DO NORTE;-9,58389;-35,76389;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;;;40;N;Self Support;N;Cadeado Segredo 4205;;;;;;;;;;;;;;X;;695543580
165;C;Active;AL;Colônia Leopoldina;QUADRA A14,SN,RURAL;-9,643768;-35,70001787;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;48;N;Monopole;N;;;;;;;;;X;;;;;X;;;688307027
166;D;Active;AL;Delmiro Gouveia;RUA DEPUTADO ANTENOR CERPA ,S/N,CENTRO;-9,66321252;-35,74696268;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;;;40;N;Self Support;N;Cadeado Segredo 4205;;;;;;;X;;;;;;;X;;281964
167;C;Active;AL;Delmiro Gouveia;RUA JOÃO PAULO IV,S/N,CENTRO;-9,65487917;-35,71251798;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:18;;;42;N;Self Support;N;;;;;;;;;;;;;;X;X;;697372812
168;D;Active;AL;Mata Grande;RUA DEPUTADO ERALDO MALTA BRANDÃO,S/N,CENTRO;-9,659917;-35,722422;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;0;40;40;N;Self Support;N;Cadeado Segredo 4205;0;;;;;;;;;;;;;X;;695541242
169;C;Active;AL;União dos Palmares;FAZENDA FRIOS - SERRA DO FRIO     ,S/N,RURAL;-9,61849006;-35,70974014;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:18;;;60;N;Self Support;N;;;;X;;;;;;;;;;X;X;;889733
170;D;Active;AL;Maceió;RUA DOUTOR ANTÔNIO GOMES DE BARROS S/N  CENTRO - MACEIO;-9,65876808;-35,71612912;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;;;50;N;Self Support;N;Cadeado Segredo 4205;;;;;;;;;;;;;;X;;1005537914
171;C;Active;AL;Maceió;SERRA AV. COMENDADOR GUSTAVO PAIVA 2990  MANGABEIRAS - MACEIO;-9,65210137;-35,71974025;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 22:18;;;50;N;Self Support;N;;;;;;;;X;;;;;;X;X;;1005537930
172;D;Active;AL;São Miguel dos Campos;Rua Santa Rita, S/N;-9,69626824;-35,78807413;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;0;50.2;50.2;N;Self Support;N;Cadeado Segredo 4205;0;;;;;;;;;;;;;X;;1005676159
173;C;Active;AL;Campo Alegre;R. João Simão Filho;-9,66349029;-35,75807388;Tim;Acquired;Y;Wireless;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;;;30;N;Self Support;N;;;;X;;;;;;;;;;X;;;1005676183
174;D;Active;AL;Arapiraca;RUA: FERNANDES LIMA;-9,66265699;-35,71612912;Vivo;Acquired;Y;Wireless;Tower;;;11/19/2014;19/11/2014;;19/10/2015 21:47;;;40;N;Self Support;N;Cadeado Segredo 4205;;;;;;;;;;;;;;X;;889725
175;C;Active;AL;Maceió;RUA: DEPUTADO JOSE LAGES;-9,662611;-35,697795;Tim;Acquired;Y;Rooftop;Tower;;;04/29/2015;29/04/2015;;19/10/2015 21:53;39;45;6;N;Mastil;N;CARTA EM MÃOS;39;;;;;;;;;;;;X;;;441808573
